dataset,sample,curated_smiles,inchi_keys,structure_group,copy_class,copy_ID
AChE,580,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OC(=Cc2ccc(Cl)c(Cl)c2)C3=O)c1,PZMSOLAGWTYVMG-UHFFFAOYSA-N,24,1,CHEMBL372710
AChE,581,O=C(NCCCCCCCCCCN=c1c2c([nH]c3ccccc13)CCCC2)c1cc(=O)c2cc(O)ccc2o1,GQYKIJZPMPGPIM-UHFFFAOYSA-N,0,1,CHEMBL2019043
AChE,582,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OC(=Cc2ccc(Cl)c(Cl)c2)C3=O)c1,PZMSOLAGWTYVMG-UHFFFAOYSA-N,24,1,10702
AChE,583,CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCCCCCCN=c3c4c([nH]c5cc(Cl)ccc35)CCCC4)cc12,SPEKQSDIHIDYJX-UHFFFAOYSA-N,0,1,CHEMBL3642055
AChE,584,CNC(=O)Oc1cccc2c1SCC1CCN(C)C21,HDQBOOHWHLECAC-UHFFFAOYSA-N,25,1,CHEMBL190322
AChE,585,CNC(=O)Oc1ccc2c(c1)SCC1CCN(C)C21,PFKPSOFWIQHOEE-UHFFFAOYSA-N,0,1,CHEMBL1243329
AChE,586,CNC(=O)Oc1cccc2c1SCC1CCN(C)C21,HDQBOOHWHLECAC-UHFFFAOYSA-N,25,1,10953
AChE,587,CC[N+](C)(CCCCCC(=O)N(CCCCCCCCN(C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OC)C(C)C)C(C)C)Cc1ccccc1OC,ZWGYIQCSZDFZQV-UHFFFAOYSA-N,0,1,CHEMBL176521
AChE,588,COc1cc2c(cc1O)CCC(C)(CCNCCOCCOCCN=c1c3c([nH]c4cc(Cl)ccc14)CCCC3)O2,YZABYNHVFXOCEC-UHFFFAOYSA-N,0,1,CHEMBL4787251
AChE,589,COc1cc(CCC(=O)NCCCCCC(=O)NN=c2c3c([nH]c4ccccc24)CCCC3)cc(OC)c1OC,HZEYALYZZKPABJ-UHFFFAOYSA-N,0,1,CHEMBL219264
AChE,590,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(Cc2ccccc2)CC1,LVVYCYIWSNRYGP-UHFFFAOYSA-N,0,1,CHEMBL3417001
AChE,591,CCCCNC(=O)Oc1cccc(CN(CC)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,HHXUHEFFENDWNS-UHFFFAOYSA-N,0,1,10933
AChE,592,CC1=CC2Cc3[nH]c4cc(Cl)ccc4c(=NCCN=[N+]=[N-])c3C(C1)C2,IRXMRJWMAGHOQR-UHFFFAOYSA-N,0,1,CHEMBL574973
AChE,593,O=C(CCC1CCN(Cc2cccc(O)c2)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,SPAOQVWPSOQXTP-UHFFFAOYSA-N,0,1,CHEMBL1651140
AChE,594,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3ccccc3C)cc1C(C)=O)C2,DAIAFJXGDWYUNT-UHFFFAOYSA-N,0,1,CHEMBL4081915
AChE,595,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)ccoc3c2)c1,QCNLPNZWOJVEMC-UHFFFAOYSA-N,0,1,10926
AChE,596,CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1,ZYNRLEQFTJNNFH-UHFFFAOYSA-N,0,1,10921
AChE,597,O=C1C(=NCCCN=c2c3c([nH]c4cc(Cl)ccc24)CCCC3)C(Cl)C(=O)c2ccccc21,AJLBZCPLEQDMLL-UHFFFAOYSA-N,0,1,CHEMBL3356952
AChE,598,CN(C)C(=O)Oc1cccc2c1CCC2N,JHNADFDOHHLJBW-UHFFFAOYSA-N,0,1,CHEMBL554452
AChE,599,COc1ccc(CN(C)C(C)C2C(O)CC3(C)C4CCC5C6(C)CSC(C(C)C)=NC6CCC56CC46C(=O)CC23C)cc1,JNQCYAPDXOOPBU-UHFFFAOYSA-N,0,1,CHEMBL1783515
AChE,600,CC1=CC2Cc3[nH]c4cc(Cl)ccc4c(=NCCCCCCCCCCN=c4c5c([nH]c6cc(Cl)ccc46)CCCC5)c3C(C1)C2,LUGRPYHMYKPOKB-UHFFFAOYSA-N,0,1,CHEMBL3216779
AChE,601,O=C1C(=NCCCN=c2c3c([nH]c4cc(Cl)ccc24)CCCC3)CC(=O)c2c(O)cccc21,QYMZJYLUZUYALG-UHFFFAOYSA-N,0,1,CHEMBL3356537
AChE,602,N#Cc1cc(C#N)c(=N)[nH]c1NCCCC1CCN(Cc2ccccc2)CC1,LQXBMNZBJKBXIZ-UHFFFAOYSA-N,0,1,CHEMBL2088785
AChE,603,C#CCN=c1c2c([nH]c3cc(Cl)ccc13)CCCC2,YRJBUPQHBMBODA-UHFFFAOYSA-N,0,1,CHEMBL4632951
AChE,604,CCN(CCCCCC=Nc1c(C)c(O)c(NCCCCCCN(CC)Cc2ccccc2OC)c(C)c1O)Cc1ccccc1OC,KNOGHPGSFJJBGG-UHFFFAOYSA-N,0,1,CHEMBL243269
AChE,605,O=C(N=c1cc(-c2cn(CCN=c3c4c([nH]c5ccccc35)CCCC4)nn2)cc[nH]1)Nc1cccc2c1C1CCCCN1C2=O,BNBWNJAILLASJW-UHFFFAOYSA-N,27,1,CHEMBL4443989
AChE,606,O=C(CCc1ccc2nc(-c3ccccc3)c3c(c2c1)OCCC3)NCCCCCN=c1c2c([nH]c3cc(Cl)ccc13)CCCC2,ORGUKHCERGONJS-UHFFFAOYSA-N,0,1,CHEMBL2448076
AChE,607,CC1=CC2Cc3[nH]c4cc(Cl)ccc4c(=NCCO)c3C(C1)C2,DYEVLJICQPJCQW-UHFFFAOYSA-N,0,1,CHEMBL583920
AChE,608,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCN=c4c5c([nH]c6ccccc46)CCCC5)CC3)cccc21,DHTIEPUWNIRXPY-UHFFFAOYSA-N,0,1,CHEMBL3884618
AChE,609,CCN(CCCCCCN=C1CC(=O)c2ccccc2C1=O)Cc1ccccc1OC,UYSQYJAGLGBEBQ-UHFFFAOYSA-N,0,1,CHEMBL1940612
AChE,610,O=C(CCN1CCC2c3ccccc3NC2C1)Nc1ccc(C=C2CCn3c2nc2ccccc2c3=O)cc1,ARMJZDJUAIIGAI-UHFFFAOYSA-N,0,1,CHEMBL4757466
AChE,611,O=C(CCC1CCN(Cc2ccccc2)CC1)c1cc2c3c(c1)CCN3C(=O)CC2,OCBMJTVTNDLOSK-UHFFFAOYSA-N,0,1,CHEMBL1651130
AChE,612,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OCC(=Cc2cc(OC)c(OC)c(OC)c2)C3=O)c1,VPPSWJWBTQDKEJ-UHFFFAOYSA-N,26,1,CHEMBL363588
AChE,613,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OCC(=Cc2cc(OC)c(OC)c(OC)c2)C3=O)c1,VPPSWJWBTQDKEJ-UHFFFAOYSA-N,26,1,10705
AChE,614,c1ccc2c(c1)ccc[n+]2CCCCCCCCCCC[n+]1cccc2ccccc21,XZWPKRVTYLJQOV-UHFFFAOYSA-N,0,1,CHEMBL105257
AChE,615,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,WYMSBXTXOHUIGT-UHFFFAOYSA-N,0,1,CHEMBL23838
AChE,616,COc1ccc2c(c1)CCC(Cc1cc[n+](Cc3ccccc3C)cc1C(C)=O)C2=O,MKUOCPBSADYCLT-UHFFFAOYSA-N,0,1,CHEMBL4161065
AChE,617,CCOc1ccc(Cc2nc3cc(C(=O)NCCCCN=c4c5c([nH]c6ccccc46)CCCC5)ccc3n2CCC(C)C)cc1,YWNNZVOAUVSVFF-UHFFFAOYSA-N,0,1,CHEMBL4464883
AChE,618,CC1=CC2Cc3[nH]c4ccccc4c(=NCCCCCCCCCCCCN=c4c5c([nH]c6ccccc46)CCCC5)c3C(C1)C2,CRKNHUIAVMQCOT-UHFFFAOYSA-N,0,1,CHEMBL3600554
AChE,619,COc1cc2c(cc1OCc1ccccc1)CCC(C)(CC(=O)NCCCCCCCCN=c1c3c([nH]c4cc(Cl)ccc14)CCCC3)O2,GTUYMOXZKSCJQY-UHFFFAOYSA-N,0,1,CHEMBL4747836
AChE,620,COc1cc2cc(-c3ccc(C[N+](C)(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC,OZPRPMGGGNQZCR-UHFFFAOYSA-N,0,1,CHEMBL396199
AChE,621,CCCCCCCCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3,YCPMQTFIOCKGEL-UHFFFAOYSA-N,0,1,CHEMBL4203988
AChE,622,O=C(CCCCCN1CCC2c3ccccc3NC2C1)Oc1ccc(C=C2CCn3c2nc2ccccc2c3=O)cc1,YGDFHMALLNHJGR-UHFFFAOYSA-N,0,1,CHEMBL4750451
AChE,623,c1ccc2oc(CNCCCCCCCN=c3c4c([nH]c5ccccc35)CCC4)cc2c1,CPIMBZDXMLRJFA-UHFFFAOYSA-N,0,1,CHEMBL3752543
AChE,624,CNC(=O)Oc1ccc2c(c1)C1(C)CCNC1N2,JZTYZCGIRWVERO-UHFFFAOYSA-N,91,1,CHEMBL309667
AChE,625,CC(C)C1=NC2CCC34CC35C(=O)CC3(C)C(C(C)N(C)Cc6ccccc6C(F)(F)F)C(O)CC3(C)C5CCC4C2(C)CS1,YTWWSBXEMIYTEK-UHFFFAOYSA-N,0,1,CHEMBL1783516
AChE,626,CC1(C)CCN(Cc2ccc(-c3cnc4[nH]c5cnc(C#N)cc5c4c3)cc2)CC1,ULFLYJAOFSSHLR-UHFFFAOYSA-N,0,1,CHEMBL3582205
AChE,627,COc1ccc(C(=O)CCc2cc[n+](Cc3cccc(F)c3)cc2C#N)cc1OC,LVOCVOINJLTJBN-UHFFFAOYSA-N,0,1,CHEMBL4163678
AChE,628,COc1cc2c(cc1OCc1ccccc1)CCC(C)(CC(=O)NCCCCCCN=c1c3c([nH]c4cc(Cl)ccc14)CCCC3)O2,SRUORENXKCKPFF-UHFFFAOYSA-N,0,1,CHEMBL4789172
AChE,629,O=C(CCc1ccc2nc(-c3ccccc3)c3c(c2c1)OCCC3)NCCCCCCN=c1c2c([nH]c3cc(Cl)ccc13)CCCC2,KLGKWPHPNYLNFS-UHFFFAOYSA-N,0,1,CHEMBL3215573
AChE,630,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3ccc(=O)oc3c2)c1,YUVUWSUDMVTYOB-UHFFFAOYSA-N,0,1,CHEMBL3828693
AChE,631,O=C(N=c1cc(-c2cn(CCN=c3c4c([nH]c5ccccc35)CCCC4)nn2)cc[nH]1)Nc1cccc2c1C1CCCCN1C2=O,BNBWNJAILLASJW-UHFFFAOYSA-N,27,1,CHEMBL4559936
AChE,632,CCC1=CC2Cc3[nH]c4cccc(Cl)c4c(=N)c3C(C1)C2,CCZAEYNRTVFBFH-UHFFFAOYSA-N,0,1,CHEMBL139819
AChE,633,CNC(=O)Oc1cccc(CN(C)CCCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,XRFFIVNZOJUHBC-UHFFFAOYSA-N,0,1,CHEMBL542467
AChE,634,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1C(F)(F)F)Cc1ccccc1C(F)(F)F,KHBDHGUQOPEDSD-UHFFFAOYSA-N,0,1,CHEMBL174046
AChE,635,CC(C)(C)c1cc[n+](CCCCCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1,JAZQZHGMPOIYPF-UHFFFAOYSA-N,0,1,CHEMBL1642979
AChE,636,COc1cc2c(cc1OC)C(=Cc1ccc(N3CCCCC3)c(O)c1)OC2=O,VKLXUQJNJIZNLT-UHFFFAOYSA-N,41,1,CHEMBL4778409
AChE,637,Clc1ccc2c(=NCCCCCCCN=c3c4c([nH]c5cc(Cl)ccc35)-c3ccccc3C4)c3c([nH]c2c1)CCCC3,QUXSCHHIUKJGMX-UHFFFAOYSA-N,0,1,CHEMBL1819177
AChE,638,CNC(=O)c1sc(-c2cc[nH]c(=NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCN=c2c3c([nH]c4cc(Cl)ccc24)CCCC3)nn1,LBZYUTMWCPFGPD-UHFFFAOYSA-N,0,1,CHEMBL4756424
AChE,639,CNC(=O)Oc1ccc2c(c1)CN(CCCOc1ccc3c(=O)c4ccccc4oc3c1)CC2,GUFZMXQAUJGGTP-UHFFFAOYSA-N,0,1,CHEMBL540833
AChE,640,COc1ccccc1CN(CCCCCC=Nc1cc(O)c(NCCCCCCN(Cc2ccccc2OC)C(C)C)cc1O)C(C)C,ZHMNEQPNAZIPTQ-UHFFFAOYSA-N,0,1,CHEMBL242836
AChE,641,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCCCN=c4c5c([nH]c6ccccc46)CCCC5)CC3)cccc21,INTOYXAUMDZZCK-UHFFFAOYSA-N,0,1,CHEMBL3885186
AChE,642,CN(C)C(=O)Oc1cccc2c1CCC2N(C)C,SPYQRYLMKRNKFD-UHFFFAOYSA-N,0,1,CHEMBL544398
AChE,643,Cc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)CCOC1N2C,AGOPIOMWLMAZHS-UHFFFAOYSA-N,28,1,CHEMBL362049
AChE,644,Cc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)CCOC1N2C,AGOPIOMWLMAZHS-UHFFFAOYSA-N,28,1,CHEMBL205895
AChE,645,N#Cc1cc(C#N)c(=NCCCCC2CCN(Cc3ccccc3)CC2)[nH]c1Cl,VPVULNNWJJSXOM-UHFFFAOYSA-N,0,1,CHEMBL2419688
AChE,646,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1,YMUNYIHDWCEAKU-UHFFFAOYSA-N,0,1,CHEMBL128390
AChE,647,CCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,ALPCPHJLBPNALD-UHFFFAOYSA-N,0,1,10916
AChE,648,C=CCCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3,QEFYWXQDHADMAB-UHFFFAOYSA-N,0,1,CHEMBL4217666
AChE,649,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2[nH]ccc2c1,CPQKZLNBCUOHCW-UHFFFAOYSA-N,0,1,CHEMBL4585990
AChE,650,CCN(CCCC=Nc1cc(O)c(NCCCCN(CC)Cc2ccccc2OC)cc1O)Cc1ccccc1OC,GYVOEWHMXINSOU-UHFFFAOYSA-N,0,1,CHEMBL243272
AChE,651,CCC1=CC2Cc3[nH]c4cc(Cl)ccc4c(=NCCN=[N+]=[N-])c3C(C1)C2,HQUSYPKQXVWTEX-UHFFFAOYSA-N,0,1,CHEMBL574974
AChE,652,CN1c2ccc(OC(=O)Nc3ccccc3)cc2C2(C)CCNC12,ITTCFQIHBIBVEN-UHFFFAOYSA-N,0,1,CHEMBL80247
AChE,653,CCN(CCCCCC=Nc1cc(O)c(NCCCCCCN(CC)Cc2cccc(OC)c2)cc1O)Cc1cccc(OC)c1,VEVDOYRPIVMRGZ-UHFFFAOYSA-N,0,1,CHEMBL394865
AChE,654,c1ccc2c(c1)Cc1c-2[nH]c2ccccc2c1=NCCCCCCCN=c1c2c([nH]c3ccccc13)CCCC2,CYAYCBCGPZWTLM-UHFFFAOYSA-N,0,1,CHEMBL1819175
AChE,655,Cc1ccc(NC(=O)Oc2ccc3c(c2)C2(C)CCN(C)C2N3C)c(C)c1,RQHQYLYBYIHRCT-UHFFFAOYSA-N,0,1,CHEMBL335220
AChE,656,CCN(CCCCCCN1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(CCCCCCN(CC)Cc3ccccc3OC)C4=O)cc2C1=O)Cc1ccccc1OC,BLQXTZGJGNTPNF-UHFFFAOYSA-N,0,1,CHEMBL507304
AChE,657,O=C(CCc1ccc2nc(-c3ccccc3)c3c(c2c1)OCCC3)NCCCCCCCCN=c1c2c([nH]c3cc(Cl)ccc13)CCCC2,XPNGWXVMPJPEMO-UHFFFAOYSA-N,0,1,CHEMBL3215574
AChE,658,CC(C)C1=NC2CCC34CC35C(=O)CC3(C)C(C(C)N(C)CCCN6C(=O)c7ccccc7C6=O)C(O)CC3(C)C5CCC4C2(C)CS1,BODOHUCWCQTCDD-UHFFFAOYSA-N,0,1,CHEMBL1783499
AChE,659,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3cccc(C)c3)cc1C(C)=O)C2,OOVWJKDNMPDEIH-UHFFFAOYSA-N,0,1,CHEMBL4094081
AChE,660,COc1cc2c(cc1OC)C(=O)C(=CC1CCN(Cc3cc(=N)c4ccccc4[nH]3)CC1)C2,LCWJAHTZACCSBC-UHFFFAOYSA-N,0,1,CHEMBL4166300
AChE,661,Cc1c(OCc2ccccc2)cccc1N1CCN(CCCCCCN=c2c3c([nH]c4c2CCCC4)CCCC3)CC1,BOTHFECTSJELMD-UHFFFAOYSA-N,0,1,CHEMBL4589118
AChE,662,CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1,MTHAAFJWKDKWDN-UHFFFAOYSA-N,0,1,10924
AChE,663,CS(=O)(=O)Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,CZWCAVOCGLPUTE-UHFFFAOYSA-N,0,1,CHEMBL1651246
AChE,664,O=C(NCCCCCN=c1c2c([nH]c3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3,HUAUVHYOLGBGMR-UHFFFAOYSA-N,0,1,CHEMBL3322234
AChE,665,O=C(NCCCCN=c1c2c([nH]c3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3,ZQFXENUXQNLUDE-UHFFFAOYSA-N,0,1,CHEMBL3322233
AChE,666,O=C1CC(=NCCN=c2c3c([nH]c4ccccc24)CCCC3)C(=O)c2ccccc21,OZIOVJJQKPWDHZ-UHFFFAOYSA-N,0,1,CHEMBL3356530
AChE,667,O=C(CCc1ccc2nc(-c3ccccc3)c3c(c2c1)OCCC3)NCCCCCCCN=c1c2c([nH]c3cc(Cl)ccc13)CCCC2,WZSXQVUTYDCZRO-UHFFFAOYSA-N,0,1,CHEMBL3216221
AChE,668,Cc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)CC[N+](C)(C)C1N2C,XHZNIFLABLRQGZ-UHFFFAOYSA-O,0,1,CHEMBL1172913
AChE,669,COc1ccc2c(c1)CC(=Cc1ccccc1-c1ccc3[nH]c(=N)ccc3c1)C2=O,JRVMVHDNABIRIF-UHFFFAOYSA-N,0,1,CHEMBL4240861
AChE,670,CN(CCC(=O)N1CCN(CCN=c2c3c([nH]c4ccccc24)CCCC3)CC1)C1CCCCC1,LCJXIGPIXIZELV-UHFFFAOYSA-N,0,1,CHEMBL2064464
AChE,671,COc1cc2[se]n(CCCCCCN=c3c4c([nH]c5ccccc35)CCCC4)c(=O)c2cc1OC,BGIOOSDXZCNZQT-UHFFFAOYSA-N,0,1,CHEMBL3093791
AChE,672,CNC(=O)c1sc(-c2cc[nH]c(=NC(=O)CNCCCCCCCCN=c3c4c([nH]c5ccccc35)CCCC4)c2)nc1OCC1CC1,OAPINTTTYXBPJU-UHFFFAOYSA-N,0,1,CHEMBL4798419
AChE,673,COc1cccc2cc(CNCCCCCCN=c3c4c([nH]c5ccccc35)CCCC4)oc12,CADLESQJTZFGIT-UHFFFAOYSA-N,0,1,CHEMBL3752969
AChE,674,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCCN=c1c2c([nH]c3ccccc13)CCCC2,NZAHEPIMJGOXMA-UHFFFAOYSA-N,0,1,CHEMBL3322160
AChE,675,CC[N+](CC)(CC)CCOc1cc(OCC[N+](CC)(CC)CC)cc(C(=O)NCCCCCC(=O)NN=c2c3c([nH]c4ccccc24)CCCC3)c1,VIYONFXJRFZLAO-UHFFFAOYSA-P,0,1,CHEMBL1203986
AChE,676,O=C(CCC1CCN(Cc2ccccc2)CC1)c1cc2c3c(c1)CCC(=O)N3CCC2,XACMNRBVWCIPLK-UHFFFAOYSA-N,0,1,CHEMBL1651244
AChE,677,CCN(CCCCCCN1CC(=O)N(CCCCCCN(CC)Cc2ccccc2OC)CC1=O)Cc1ccccc1OC,RCSRPMHQFUUQRZ-UHFFFAOYSA-N,0,1,CHEMBL449467
AChE,678,CC=C1C2C=C(C)CC1(N=Cc1ccc(O)c(OC)c1)c1ccc(=O)[nH]c1C2,IYHMNZGACVVNKT-UHFFFAOYSA-N,0,1,CHEMBL604478
AChE,679,CC(C)(C)c1cc[n+](CCCCCCC[n+]2ccc(C(C)(C)C)cc2)cc1,JKRDVRQPPOYWTL-UHFFFAOYSA-N,0,1,CHEMBL1642976
AChE,680,Cc1c(C)c2ccc(OCCN3CCN(CCCN=c4c5c([nH]c6ccccc46)CCCC5)CC3)cc2oc1=O,QXXGDBDNPIPTRF-UHFFFAOYSA-N,0,1,CHEMBL3417300
AChE,681,c1ccc2c(=NCCCCCCCCN3CCOCC3)c3c([nH]c2c1)CCCC3,RMOFGAOSNXMCIZ-UHFFFAOYSA-N,0,1,CHEMBL1819171
AChE,682,COc1ccc2c(c1)CCC(Cc1cc[n+](Cc3cccc(C)c3)cc1Br)C2=O,CRFBTACSAUOZGA-UHFFFAOYSA-N,0,1,CHEMBL4173239
AChE,683,O=C(CCCN1CCC2c3ccccc3NC2C1)Oc1ccc(C=C2CCn3c2nc2ccccc2c3=O)cc1,JJZULEDSKWBYDC-UHFFFAOYSA-N,0,1,CHEMBL4742248
AChE,684,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1C)Cc1ccccc1C,DZYFZMCXVUMBKW-UHFFFAOYSA-N,0,1,CHEMBL173607
AChE,685,O=C(CCc1ccc2nc(-c3ccccc3)c3c(c2c1)OCCC3)NCCCCN=c1c2c([nH]c3cc(Cl)ccc13)CCCC2,ISVMYZOITFYUKN-UHFFFAOYSA-N,0,1,CHEMBL3216018
AChE,686,N#Cc1ccccc1CNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3,VUICJISLOSHCML-UHFFFAOYSA-N,0,1,CHEMBL4202749
AChE,687,Cc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)CCNC1N2C,QJNHONPWJGXIOZ-UHFFFAOYSA-N,0,1,CHEMBL53623
AChE,688,C[N+]1(Cc2ccccc2)CCC(CCC(=O)c2ccc3c(c2)CCO3)CC1,XHKYPQJDZKCEOF-UHFFFAOYSA-N,44,1,CHEMBL87344
AChE,689,COc1cc(C(=O)NCCCCC(=O)NN=c2c3c([nH]c4ccccc24)CCCC3)cc(OC)c1OC,PJWMHJCVVYVTMN-UHFFFAOYSA-N,0,1,CHEMBL219550
AChE,690,c1cc[n+](CCCCCCCCCCC[n+]2cccc3ccccc32)cc1,OPRFDSBJETWBSK-UHFFFAOYSA-N,0,1,CHEMBL3093803
AChE,691,CNC(=O)Oc1cccc2c1CCC1CCN(C)C21,RPFDRSCDZJIZNM-UHFFFAOYSA-N,29,1,CHEMBL189907
AChE,692,CCN(CCCCCC=Nc1cc(O)c(NCCCCCCN(CC)CCc2ccccc2OC)cc1O)CCc1ccccc1OC,QUAPHLWIAKFGAV-UHFFFAOYSA-N,0,1,CHEMBL394348
AChE,693,CNC(=O)Oc1ccc2c(c1)CCC1CCN(C)C21,RIJIUXWTQZLGEH-UHFFFAOYSA-N,0,1,CHEMBL1243359
AChE,694,COc1cc2oc(-c3cccc(OCC(=O)NCCCCCN=c4c5c([nH]c6cc(Cl)ccc46)CCCC5)c3)cc(=O)c2c(OC)c1OC,PTARNCBWLXCSJW-UHFFFAOYSA-N,0,1,CHEMBL3403877
AChE,695,CNC(=O)Oc1cccc2c1CCC1CCN(C)C21,RPFDRSCDZJIZNM-UHFFFAOYSA-N,29,1,10952
AChE,696,CCCOc1ccccc1C[N+](C)(CC)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1OCCC,LXMBFDTVWSEIPZ-UHFFFAOYSA-N,0,1,CHEMBL263785
AChE,697,O=C(NCCCCCCCCCCN=c1c2c([nH]c3ccccc13)CCCC2)c1cc(=O)c2ccccc2o1,RDTFFLFEGIKFDL-UHFFFAOYSA-N,0,1,CHEMBL2019030
AChE,698,CC1=CC2Cc3[nH]c4cc(Cl)ccc4c(=NCCCCCCCCCCN=c4c5c([nH]c6cc(Cl)ccc46)CC4C=C(C)CC5C4)c3C(C1)C2,IUFKKNRHNJARAQ-UHFFFAOYSA-N,0,1,CHEMBL3353041
AChE,699,N#Cc1cc2c(cn1)[nH]c1ncc(-c3nc(CN4CCCCC4)cs3)cc12,MBPIPVLDYQCJKR-UHFFFAOYSA-N,0,1,CHEMBL3582214
AChE,700,CN1CCN(c2ccc(-c3cnc4[nH]c5cnc(C#N)cc5c4c3)cc2)CC1,PVRJSOWSQUNARV-UHFFFAOYSA-N,0,1,CHEMBL3359895
AChE,701,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3ccccc3Cl)cc1C(C)=O)C2,SQPBPOPGUFYZGO-UHFFFAOYSA-N,0,1,CHEMBL4066548
AChE,702,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3ccccc3)cc1C(C)=O)C2,RCDHLIBZXYWMNZ-UHFFFAOYSA-N,0,1,CHEMBL4060011
AChE,703,COc1ccc(C(=O)CCc2cc[n+](Cc3cccc(Cl)c3)cc2C(=O)O)cc1OC,FONXTPRAHMZUFI-UHFFFAOYSA-O,0,1,CHEMBL4165973
AChE,704,CCN(CCCCCC(=O)N(CCCCCCCCN(C(=O)CCCCCN(CC)Cc1ccccc1OC)C(C)C)C(C)C)Cc1ccccc1OC,DSJSKPAKOSGGPL-UHFFFAOYSA-N,0,1,CHEMBL143055
AChE,705,COc1cc(C(=O)NCCCCCC(=O)NN=c2c3c([nH]c4ccccc24)CCCC3)cc(OC)c1OC,JYTGRKGSBZXXDK-UHFFFAOYSA-N,0,1,CHEMBL434378
AChE,706,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCCN=c4c5c([nH]c6ccccc46)CCCC5)CC3)cccc21,QVMOLXHRHHMTTI-UHFFFAOYSA-N,0,1,CHEMBL3884858
AChE,707,O=C(NCCCCCCCN=c1c2c([nH]c3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3,SYACMZGTAWHUQF-UHFFFAOYSA-N,0,1,CHEMBL3215572
AChE,708,COc1cc(CCC(=O)C=Cc2ccc(CN=c3c4c([nH]c5cc(Cl)ccc35)CC3CC(C)=CC4C3)cc2)ccc1O,ANZARKBILMMHER-UHFFFAOYSA-N,0,1,CHEMBL3355580
AChE,709,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3c4c(c(=O)oc3c2)CCCC4)c1,XFLYZTYNYBFURZ-UHFFFAOYSA-N,0,1,CHEMBL3827610
AChE,710,COc1cc2c(cc1OC)C(=O)C(=Cc1cc[n+](Cc3ccc(C)cc3)cc1)C2,MHUOHSWDRJFQQV-UHFFFAOYSA-N,0,1,CHEMBL4076986
AChE,711,CN(C)c1ccc(C(=O)NCCCN=c2c3c([nH]c4ccccc24)CCCC3)cc1,ZXJUUZJTUXQSKP-UHFFFAOYSA-N,0,1,CHEMBL3604193
